0,0,0
4,0.2,0.066
24,0.4,0.132
224,0.6,0.2
424,0.4,0.132
444,0.2,0.066
448,0,0
452,-0.2,-0.068
472,-0.4,-0.134
672,-0.6,-0.2
872,-0.4,-0.134
892,-0.2,-0.068
896,0,0
